JobTitle,Company,Location,Salary,PostDate,Summary,JobUrl
Solutions Analyst,Nicola Wealth,"Vancouver, BC",,30+ days ago,"Perform data analysis and QA when needed.
Solution management and project administration.
Perform analysis and requirements gathering with stakeholders.",https://ca.indeed.com/rc/clk?jk=b2c39c4a4ad34cc4&fccid=d8663bce5b2fe9f3&vjs=3
Research Data Analyst,Child Development Institute,"Toronto, ON","$61,633 a year",17 days ago,"Document data processes and procedures for data base management and identify new processes to enhance data entry into system.
Job Types: Full-time, Contract.",https://ca.indeed.com/company/CHILD-DEVELOPMENT-INSTITUTE/jobs/Research-Data-Analyst-0a69f6322fc7e829?fccid=0fc203253a8437cc&vjs=3
BI Developer – ETL Data Warehousing,Ubisoft,"Montréal, QC",,4 days ago,"Design and test the ETL processes from the data lake;
Model the decision-making process in collaboration with the data modellers;",https://ca.indeed.com/rc/clk?jk=58d3c20965c92fe7&fccid=237908de095b6446&vjs=3
Business Insights Analyst,lowestrates ca,"Toronto, ON",,30+ days ago,"We are looking for a talented all-things-data guru to identify, extract and transform large quantities of transactional data to identify new opportunities and…",https://ca.indeed.com/rc/clk?jk=142d745e32c9545e&fccid=36670177f908d055&vjs=3
IT - Business Analyst,Suncorp Valuations,"Saskatoon, SK",,6 days ago,"Utilizing robust research methodologies, valuation consultants develop reports that provide an opinion of value for built property and other assets.",https://ca.indeed.com/rc/clk?jk=95d318a56f53439d&fccid=359a1e1956982ac1&vjs=3
Security Analyst III,TJX Canada,"Mississauga, ON",,19 days ago,"Perform deep-dive analysis of vulnerabilities leveraging data from various sources; analyze data sources and provide recommendations for optimal reports,.",https://ca.indeed.com/rc/clk?jk=f9466d62e97c20a9&fccid=cab0fdd6f253a1ce&vjs=3
Research Analyst- Healthcare,Ipsos North America,"Toronto, ON",,30+ days ago,"Develop data plan analyses and perform data analysis.
Helps senior members of team prepare proposals for many client research needs and works to translate them…",https://ca.indeed.com/rc/clk?jk=c2300e1867a57c73&fccid=d73294b71d7f0354&vjs=3
Study Analyst,IQVIA,"Kirkland, QC",,30+ days ago,"Longitudinal patient level data analysis.
Good understanding of outcomes research theory, and practical knowledge of research project implementation.",https://ca.indeed.com/rc/clk?jk=4074c6183f2a3b5f&fccid=6b7a1dfe07e7f037&vjs=3
BI Developer (Ubisoft Connect),Ubisoft,"Montréal, QC",,24 days ago,"Determine and assess A/B tests in partnership with data scientists.
Set up systems to monitor the performance of data science and machine learning algorithms in…",https://ca.indeed.com/rc/clk?jk=8d748a19df065043&fccid=237908de095b6446&vjs=3
PHYSICIAN COMPENSATION ANALYST,INTERIOR HEALTH AUTHORITY,"Kelowna, BC",,22 days ago,"Strong analytical ability to meaningfully interpret and present data.
Project support may include planning project deliverables, identifying data sources and…",https://ca.indeed.com/rc/clk?jk=cab9245b5e0ade0e&fccid=819aaf068231c6d3&vjs=3
Supply Chain Analyst,Mars,"Bolton, ON",,16 days ago,Drive improved order forecast accuracy and casefill through analysis of retailer data such as POS consumption and inventory vs. Mars forecast.,https://ca.indeed.com/rc/clk?jk=48d6422edfc434c0&fccid=6f49e88f14c18b75&vjs=3
"Business Analyst, Application Support",Stokes Canada,"Mont-royal, QC",,11 days ago,"O Business analyst experience in the retail industry is an asset.
O Ability to develop requirements, test scenarios and scripts based on input gathered from a…",https://ca.indeed.com/company/Stokes-Canada/jobs/Business-Analyst-62533949757b472a?fccid=f6a561a67e04b293&vjs=3
Business Development Analyst - Vancouver,GeoGuard,"Vancouver, BC",,30+ days ago,"Demonstrate consultative and value-based presentation techniques.
Support the Marketing team on developing successful marketing strategies and prospect/lead…",https://ca.indeed.com/rc/clk?jk=e4b2f3b8d68e6afa&fccid=a21ab537a1633e16&vjs=3
Analyste d'affaires/ Business Analyst,CAE Inc.,"Saint-Laurent, QC",,30+ days ago,Collaborate with data analysts to perform quantitative analyses to confirm identified issues and explore new business opportunities;,https://ca.indeed.com/rc/clk?jk=86522f6ed7d9719d&fccid=b839f9af280b111f&vjs=3
Sales Data Analyst,Dermalogica,"Toronto, ON",,26 days ago,"O Demonstrate ability to synthesize data and focus on key, relevant business insights.
The right person for this role demonstrates a passion and curiosity in…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cmkm1c5WTWTNnY26Ym0s4p58mdbWUTFPOnvnz4qrDt5lTug99FjOgosNyrHMdv3Gh21Vt-Z_mXp02OwTcpjtcFHwPie43rWFE8CHh-Rfu8u-R-EFDzxu2MS-A3frSj6R0r3EYBL7oxWN6InWe-zVUo31T3hvY8F4v4Ag7TcH_XNaCM3VjhCbpL5L9ltwI6XS9bJylH210Hd5xaCh8jLlBEmBpYn8w6l24hlX1y_-10VxSJp_yr7bIk8MIQIojRn1lnLp2_glCAXiL9bO7ZPpkbPaXTm_RVvfyenYNfpdPyoO2eBlP4AeA8nuC6PVJt78gk-jTLmCaLWv7DjyvPAgw5TPlVt3JSejXe5VguvqpuTszOrlDyFpHKFdHJO4DO-hXI9dsH5PUph8kXvyhB5sDO-yHDjEQuHGJNxLRazD3NvastVjV5Dp-zLbK8vh-DuuM=&p=14&fvj=1&vjs=3
Business Systems Analyst - Salesforce (Remote Opportunity),IIBA,"Vancouver, BC",,5 days ago,"5 years’ experience in software management including production support and 3+ years Salesforce experience focusing on workflow & process automation, data…",https://ca.indeed.com/rc/clk?jk=aabc7c19a80fc5fb&fccid=0f177c94b5ef4633&vjs=3
Business Intelligence and Analytics Developer,Best Buy,Canada,,30+ days ago,"Unlock the value of big data by designing requirements for our data engineering teams.
Enable automation and optimization by designing and building scalable…",https://ca.indeed.com/rc/clk?jk=dc79705311f9ba3f&fccid=027d7cca25a5d14f&vjs=3
"Bilingual Analyst, Global Supply Chain",IAMGOLD,"Longueuil, QC",,30+ days ago,"Practical experience building financial and other analytical models to evaluate complex data.
You’ll have the opportunity to help internal clients implement…",https://ca.indeed.com/rc/clk?jk=2f11f2e2f3ff9028&fccid=5f9cb5bc7de2c8a7&vjs=3
Enterprise Audit Controls Analyst,Geotab,"Oakville, ON",,12 days ago,"Geotab’s open platform and Marketplace, offering hundreds of third-party solution options, allows both small and large businesses to automate operations by…",https://ca.indeed.com/rc/clk?jk=d52869c27b811f42&fccid=31921a4bf53a6026&vjs=3
"Senior Data Analyst, Performance and Insights",Aviva,"Markham, ON",,30+ days ago,"Log, resolve and investigate data deficiencies and defects in the data warehouse.
Experience working with Hadoop (or other big data platforms).",https://ca.indeed.com/rc/clk?jk=68c29bf549e90565&fccid=354f4c12e3c6bd5a&vjs=3
Data Analyst,CTDI,"Oakville, ON",,30+ days ago,"5+ years of experience as a data analyst.
Acquire data from primary or secondary data sources and maintain databases/data systems.",https://ca.indeed.com/rc/clk?jk=418c5663e7239f85&fccid=94e270ac085628e3&vjs=3
"Human Resources Analyst, Summer 2021 Student Opportunities",RBC,"Toronto, ON",,30+ days ago,"Knowledge in data analytics and data visualization tools.
Participate in research, analyses and human capital assessments.",https://ca.indeed.com/rc/clk?jk=d764b13da90b228c&fccid=537b899e30af3338&vjs=3
Equipment Business Analyst,Aecon Group,"Milton, ON",,16 days ago,"Reporting to the General Manager, Fleet, the Equipment Business Analyst is responsible for preparing and analyzing various weekly and monthly reports,…",https://ca.indeed.com/rc/clk?jk=a774696b7c5bb325&fccid=142c552fa53fee9b&vjs=3
Case Costing Analyst,Southlake Regional Health Centre,"Newmarket, ON",,30+ days ago,"Detailed data analysis to ensure the integrity and highest levels of data quality with financial, clinical data sets, clinical utilization and case costing data…",https://ca.indeed.com/rc/clk?jk=3d73b48308f962b2&fccid=8401873f8952fa63&vjs=3
Business Analyst,Geotab,"Oakville, ON",,30+ days ago,"Geotab’s open platform and Marketplace, offering hundreds of third-party solution options, allows both small and large businesses to automate operations by…",https://ca.indeed.com/rc/clk?jk=93c4df181172d2e5&fccid=31921a4bf53a6026&vjs=3
Microsoft BI Developer,CGI Inc,"Montréal, QC",,13 days ago,"The department is comprised of data scientists, data engineers and business intelligence specialists.
CGI is recruiting Microsoft BI developers to work with our…",https://ca.indeed.com/rc/clk?jk=872d20a8dffeec4d&fccid=d2841a5c0380b93d&vjs=3
Operations Reporting Analyst,SkipTheDishes,"Winnipeg, MB",,30+ days ago,"Have 1-2 year experience in data analytics.
Optimize, build, and maintain data pipeline.
Interpret and utilize data to optimize the needs of our team and Skip…",https://ca.indeed.com/rc/clk?jk=0fb16e932b2f6704&fccid=3a2c8b6a483f049b&vjs=3
Business Analyst Student (Summer 2021 - 4 Months),The Miller Group,"Greater Toronto Area, ON",,30+ days ago,"Excel superstar (developing charts, managing data, pivot tables).
Assist the Manager, Material Marketing and Business Development in the key functions of…",https://ca.indeed.com/rc/clk?jk=a13121f17b0913b9&fccid=5fd3bbe55bd9f7c6&vjs=3
Sales Data Analyst,Dermalogica,"Toronto, ON",,26 days ago,"O Demonstrate ability to synthesize data and focus on key, relevant business insights.
The right person for this role demonstrates a passion and curiosity in…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cmkm1c5WTWTNnY26Ym0s4p58mdbWUTFPOnvnz4qrDt5lTug99FjOgosNyrHMdv3Gh21Vt-Z_mXp02OwTcpjtcFHwPie43rWFE8CHh-Rfu8u-R-EFDzxu2MS-A3frSj6R0r3EYBL7oxWN6InWe-zVUo31T3hvY8F4v4Ag7TcH_XNaCM3VjhCbpL89mOxIatbKI_VRvRdMOP87G3LPJmKYa4iQyTvAJju1MLm-FbsDtcnhKxif98FE0I_r7l-8ctkhn0CQ7qDKhy0GjQT9D9WY3mc5D_jNrjARDaBPq3ck7YO7EUzM92agFay8UpLIbxKELOl14E_scy3kvMHFnr08nUgrv0ogztiOuvFzU1_6fuh3Ug7TNpADTDRqtOEcGtoVRCn9ylP0SKiFriDku_4uGsZZQd-d2cdzl7nKxWsvkUB4Z-pljUs5eJVndkvcy1oBA=&p=13&fvj=1&vjs=3
Category Business Analyst,Canadian Tire,"Toronto, ON",,30+ days ago,"You have an undergraduate and/or post graduate diploma/certificate in Business, Commerce, Retail Management or Data & Analytics with experience in retail or in…",https://ca.indeed.com/rc/clk?jk=b2549df9a16b61c2&fccid=2e16043297423070&vjs=3
Data Analyst,Rogers Authorized Dealer,"Saskatoon, SK","$35,000 - $55,000 a year",15 days ago,"To analyze and take ownership of all data from carrier commissions to customer CRM data.
Analyze consumer lifecycle, lifetime value and create recommendations…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dw7X32ZexK6qP_Tu_4BjVATE_Q3B_uiq3su7ZZzBrjtHGmIzNJGzdOd4KyqExvUT4n6WWWDyuz2ufrtNLuCXMp4wmWoTME2vpiuURt6WgvtXGKq0ZVqoOkZaOOoS7Bj9prKpZ4fQX4N0WBfHmPOsHMdOSKhsZJbXnDMYfqNIEggvAk5xSL9zs939GL03bOqDb-hfteAg6sVGVNGUDTNWZD0vxuL8pwgqzLwIo_EF7_-D2NyictV2OKqjycJMrAwgqC_J0yQOa9N3xPJNS3w36ilwFYnJb5iNRsVL3LHL7_YlS4BE3t3rYkdcAEWj9RFUwfMSdLCmoXZ8C40nAX8I54Ugto_u_zT9fzi6GZsq-ZlQhtqo_pZJz4Uk31fZ7yLrPf0ji26laDllIITygml2X6Wx14ImRyQj7NdReOmjxoZJqGSTr_A2KOeEr_KMOUM0I=&p=0&fvj=1&vjs=3
Data Analyst/Analyste de données,McGill University Health Centre Foundation,"Montréal, QC","$40,000 - $60,000 a year",2 days ago,Develop rigorous data collection and information quality control processes and effective use of strategic information for all marketing and communication data.,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1LrPbA2r-4_qI8tAQRzsGwvv0jk0sPQVCM--XtwjppxpyMR7dtciwH7RuA2B8MEH6UwS3GPd9GPX-ZhOy3qT5LhCVGsxx0NXoDzidwSNNoEbb0ioUkEXcfNlOtW0WV-hJROanP8lQYj8Y3-u14vttt5EAUcdjTg6OqKFOnasKqUZp-T7GhlhsroHF5wOL6eBALdRWYAHPBMRQvpiDL0eXXibOXfpMFu_j4Dc-O0pmzVewOusy87YOpvpdRtZZnvvtkuD-YS3vcbMHCaHe90JbGLFiyLihOMiFe8y6QiqcGQbQRHUbQDHhxZTa4SnAY4bQl13zAFMTxB2XnE-DANmSudqUkrJLfvOnNzJkKVm-J-Yp7JJs7YwA-VfDt2uwK2gBzWp_ZDTZ7yo2mxkusW6QPAXhltbVOxf04x6ZeieyZ6FfNzyaB3-1HScLhC8dkIuLfwsNqEXwGA==&p=1&fvj=1&vjs=3
Associé à la gestion des talents émergents - Analyste de données / Brother Emerging Talent Associate - Data Analyst,Brother Canada,"Dollard-Des Ormeaux, QC",,18 days ago,"Proven academic and/or professional experience with data analysis.
How to read and interpret sales and financial data.
Certification Six Sigma, un atout;",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AK4YRGjVnX3oJm7tYxKJI10ipESEpmcg4lpq875TsZHzhXQkMkGxxt3pcnHyqPg3Phop83uMRsEBJ7m4MTgRnJbwcRd6Lrh6BY5Okt5uOEZaPJPNfKA-u9v1q1Dwjl2EwxCJt7HB-jd09UVghHYWGFcoJdnwX3z8ENyJLhXt99EObh2cOq7Irw_0yVQ5rxtLvq_XZd2Vh3GK5pbH1kkssOxdxHr1pW7dkVorbVj7DKHz0jEpA0NZ__VsFTXbuckGwFdl0Bz1tpd_aiKp-3BFHUc5HlqSnaogT9D7nB2e34IMl4ZnYEIN9vQSyUXh3JC5QQyN0zWg8PRxSJ73xRjerYgG0VZ7s1bmiTHJ9gm_wrQGoW7GdY93IuubLsLCNyMEQMWmqQHXC44O0YLVk6QChs1MPPFUs_7bKrhuF8x315apNEErldJXEuzeTlGlwitJje-MjZ23YEVHxpuWYTdFenYdDW6DvGv-x11WML9xAQTFDG8x0kW5J2Hsahg8AZkZvrBzLogud2FH_4OYpJ3NCqWIZ1gudCXBt7Su2DPBafG7Q_uaveWpGT3DpRUHll8c_m4nDJWeicGvvi7Z2QAfsOump4q7FUYBCFC_zX2NAlMCeLBTK4KfoHCKeb7lEtid624Iy57WZ3n3CIiXmXr6C2&p=2&fvj=0&vjs=3
Statistical Programmer Analyst,SCiAN Services,"Toronto, ON",,19 days ago,"Develop specifications for data transfers.
Develop SAS programs for reporting clinical trial data and analysis ready datasets (SDTM, ADaM, TLFs).",https://ca.indeed.com/rc/clk?jk=f8cd405917f9b2f8&fccid=4df1803854e8e8f7&vjs=3
Commercial Real Estate Analyst,Broadstreet Properties LTD,"Campbell River, BC",,30+ days ago,"Conducting research and collecting data with respect to municipal property assessments, rental data, and other market information.",https://ca.indeed.com/rc/clk?jk=41278660241d0823&fccid=df2e21d3d728b253&vjs=3
BI Analyst,JLL,"Toronto, ON",,20 days ago,"Act as Business analyst to comprehend the new requirement for building the new reports.
You will need to analyze the data, make recommendations as appropriate…",https://ca.indeed.com/rc/clk?jk=bf2d8c4a650a606a&fccid=9917de3c28f569f6&vjs=3
Data Analyst,The Chapman Group,"Fredericton, NB",,20 days ago,"2-years experience in data science or data engineering disciplines.
Use data science techniques to find data patterns, anomalies, and optimization opportunities…",https://ca.indeed.com/rc/clk?jk=5aa422964149a3dd&fccid=40f3dbc4d7d49097&vjs=3
Data Analyst,CAPREIT,"Toronto, ON",,30+ days ago,"Playing a key role in CAPREIT’s data governance process, the data analyst will work with data stewards to ensure data quality, create and document data models,…",https://ca.indeed.com/rc/clk?jk=c532dabf5c33ac30&fccid=b91683544db7de15&vjs=3
Public Health Contact Centre Business Analyst,Shared Health,"Winnipeg, MB",$31.67 - $41.94 an hour,1 day ago,"Self-starter, confident in above skills and uses those skills to effectively provide advice based on knowledge of data, business rules, and formula/functions.",https://ca.indeed.com/rc/clk?jk=7a67585511a56190&fccid=3fc7f56ff888e016&vjs=3
BI Developer,Herschel Supply Company,"Vancouver, BC",,30+ days ago,"Writing SQL queries to analyze data, build data pipelines and data models.
Supporting data pipeline load processes.
Ad hoc tasks as required by the business.",https://ca.indeed.com/rc/clk?jk=02e57ba8d0d8986c&fccid=e1ab1defc81e2fdc&vjs=3
Intermediate/Senior Data Analyst,Paper,"Montréal, QC",,30+ days ago,"Acquire data from primary or secondary data sources.
The data analyst will also be expected to participate in maintaining and extending existing data…",https://ca.indeed.com/rc/clk?jk=d28d7504bfcf02cd&fccid=8ec730d70d62d0f1&vjs=3
Senior Risk Analyst / Fraud Protection (Blockchain Marketplace) - Contract,Axiom Zen,"Vancouver, BC",,24 days ago,"Analyze chargeback data to identify fraud trends and prepares chargeback reports.
Strong understanding of data analysis, modelling, and SQL queries.",https://ca.indeed.com/rc/clk?jk=5b6b2910f2ede060&fccid=97b60a8911a47812&vjs=3
Initiative - Data Analyst,IPG Mediabrands,"Toronto, ON",,30+ days ago,"Analyze data to recommend campaign execution and visualization improvements, based on data and observed trends.
Keenness to learn new platforms and technology.",https://ca.indeed.com/rc/clk?jk=c4934e66841611a9&fccid=bcc67c9d86a19ca1&vjs=3
Energy Analyst (Contract),Hollyburn Properties Ltd.,"Vancouver, BC",,1 day ago,"Experience in data analysis, including cleaning data, summary statistics, model generation, etc.
1–3-year(s) experience in energy management and data analysis.",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BPU-lRADqH50T2lwJrLYuM1U9-uf05hKhS_b5d8DS1H9k8IIgtd0DFH65sHi_M8PS6k5iTPyA-r2t2plhIrOzlYE3UVtU9I_v5A9Gqqi3p00doJvA6ZHYthKJFUjIIoOGi4Mm4gVoy_WctGAW6IzXCoz7TFUuUajdRuY5bsylNhLBVhx5CUfE9SAxQPSXDvbwJaPY9q2R6APxGI0d7OpgJmqOgusHB4fIyXVjZ1RWOaz0xWwA-wf4qHf8isypBUXozsQLmlddRgKWI_riKtpyZb05Ppcn8Yyg4MjkKKndaTu0lCdZNJ7kfkznGjo-gFJzziN2jIalnmSJdZ5FkFQDo6dgLzEIRSLmaeEc-SmGE8ueFuYwI7eT4U0qdl3fyalYk7gf9pFqSjvnxB0NK7kcWLIeZGpHygtj0AhjOpENIH7xO8GReVUg_ytIK_Bcw0S8k004RCkEtC7LWGQ2TvpPP&p=13&fvj=0&vjs=3
Data Analyst,AgencyAnalytics,"Toronto, ON","$70,000 a year",4 days ago,"Create dashboards in hubspot to efficiently analyze data.
Use hull.io to fetch, unify and push data.
Create a system to monitor and keep data organized.",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dy4cRH7NGKaodszc0BB4-2CpB0DAO6zow3dxNoJ6eJgQHJJSsNW7_wmvQrzo2dvGxpPaxXMphADEYlLX3yKaxFA7GiQrIOBsgHzECQg0AeJOh2qiJyeDhesafdwo9fCRJ-kmMNuYCGDIG322BYAa0aaJeLI0_SPOrd5Rncd8egEf8kUdcN-6BquAL59eY5TOqvW7nFjJTWjO4JDQ39Dtn7DV5r-Ju6jUcG8mOvBgvJ68my3ApF7Tfitc6ym9xuZFiv3eVzRT_BXc4rfGCJnmw3Ha8yscZodpm_7uxl9YA2Y0-g4rg3VvEdnS99GWO4j9MsqhrJnd07n4gx4K2Tbf0ysNjTTDLKe5ONEZ0pZ8vf4e08rElOkBtwCRaAnothvo_KcD0yo7WT_L2ESru98D_OnIMk-3XLfc3VrlmO_BWCd-FZhGkEwE6x&p=14&fvj=1&vjs=3
Data Analyst/Engineer,Fraserway RV,"Abbotsford, BC",,3 days ago,"Validating data and confirming correctness of data.
Knowledge of best practices in data warehousing.
Prior exposure to advanced data analysis and visualization…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DfEvaQp6mYNEJSBzssAA9APZkYaErhXtbagPwG5_KTbkRhcUhSArA2wrexZhaldrQ-rdI8SjBwyhfzGgR7tBPqEOi9_BfpW0_6TBqMtkSBM9FkZgckhsFZTwouQWA9iZbdltkS1XyUikcWlMlA8VfjuUZ42O40EjNM7_5k3fNMudb7v7DkY_1M1raDnX8-gHjS7PQqGjDbSrGgcVJur6xadXhCAmyNfZPdots5SOUnInJ7uBB7kx7koWqvz98oPeTV0HRA0k65VJ-P2HrrAl_gm0DIP5-Sswb9UaUtLLIZhzUobZ8Nuv6WxQ4-jVfCOlVLKM9zd8ZgDwKuaMph5uylnqBosxFwLWA3lEiZMOu8sNSK4qbHXK8W6aZx6et-KxRjb-X3-EzNh3U4fL1o7tBWs-_fKozRBCVxW0yklw4yD3MAslsLaHzYqCuwQcHSU3-HjgJ-0t3a1-5RK6CHLDUg7AmbYTaZAQHX16QEJOTGKB60Ya04kxl0LvNm2QSOzPelHWwKaKWjboxISvqYHzR4nIBjOIZJTdut90dMgwCdo0btMxyqYf7uF2AseogzoKgsZKS7mL9Kh1mKvLj5IxWP7uSE-Yj-nx7d-BRrWz7mmWbEAcjwGU6QfZwqiM56N_lnDtExc1fLGknaOmElKZK_JlYkQiXbXNX3rjg6You5qQ==&p=15&fvj=0&vjs=3
Data Analyst/Administrative Assistant,Dealer Media,"Burnaby, BC","$50,000 - $65,000 a year",25 days ago,"We're looking for an Admin Assistant who will play a vital role in ensuring the quality of our product.
Using our computer live chat system to qualify customers…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DyDBE482WK2b9hp8OGKPEqgOK-drsBA2ruMmpvgJbD-wfNdXmsOrPtOCPrYF4azlTLC_kSSmikg55-qJJJ7SaWq6FC3ovW48oPfPTVy7joikH14mo5lFVVozU9MbOeiP4Sh0WHM9jAQmek4eDmiKV_Tiq-S-0veW9b9iQkRSJH8W8qZM1W9cTpSte5wYg8dqAElESui0UXXKJ01lXNwpaabkAVQF3R1Lroc4PrIBlwwy7w2IPPP_coa9MyBkrkguSh597kVtlDy8xO6Lf2P5EN2VotMzK5_eKGR3OSwFSRFrB5hr21HU3MlHXW5phdwmK05ysBvE5OdawMwp9t7wdcAtvXsLXWd43xWEcEeQ1VX79PZY6-qBvEurL5q_NbGTNVZ4dZr5kSLeR4zy7157u0apN9lzs4kNB3qzWSEFs-CjT2yYOGQmn_50GPwybQWGk2guzsdWICEdtVnwqurtGb&p=16&fvj=1&vjs=3
Senior Business Analyst,Service New Brunswick,"Fredericton, NB","$56,524 - $78,962 a year",13 days ago,The Senior Business Analyst will play a role in the efficient and effective delivery of technology and business solutions needed to meet GNB's evolving business…,https://ca.indeed.com/rc/clk?jk=aa5a6351a893fae9&fccid=73fd731c2679c294&vjs=3
"Data Analyst, SAP",Reliance Home Comfort,"Toronto, ON",,13 days ago,"This is a cross functional SAP data role which provides data cleansing, data migration, solution testing, data cutover support.
SAP Data Services is a must.",https://ca.indeed.com/rc/clk?jk=ffc320848cfc5a9a&fccid=9aa40cd2accb7367&vjs=3
New College Grad: BI developer - développeur BI,123Loadboard,"Montréal, QC",,30+ days ago,"Respond to ad-hoc data requests from other departments.
Participate in the identification of required data and capturing methods for upcoming features.",https://ca.indeed.com/rc/clk?jk=b3a23605515d9181&fccid=c198aef49e32d3e0&vjs=3
Payments Analyst,Meridian Credit Union,"Etobicoke, ON",,23 days ago,"Coordinates the acquisition of data from various, relevant data sources and applies analytical skills to convert data into meaningful information & insights.",https://ca.indeed.com/rc/clk?jk=dabd55619b340ed4&fccid=eeee34a00b78d3ff&vjs=3
Inventory Analyst,CONGLOM INC,"Saint-Laurent, QC",,13 days ago,"Maintain all shipping data and ensure rapid updating of information.
Analyze inventory levels of warehouses and build reports for the product and warehouse…",https://ca.indeed.com/company/Conglom/jobs/Inventory-Analyst-c9d63b098c92852d?fccid=ca30b63a01d73f17&vjs=3
"Business Analyst, Product Bundles",Cymax Stores,"Vancouver, BC",,30+ days ago,"In this role, you’ll be responsible for leveraging analytics to optimize profitability of our Muzeboard program, developing program marketing strategy, and…",https://ca.indeed.com/rc/clk?jk=544e079c9970f0e7&fccid=8ee061bdccff3c90&vjs=3
Internship | Strategy Analyst,Sid Lee,"Toronto, ON",,11 days ago,"Mastery of research tools and data sources;
Reporting to Strategists, the Strategy Analyst intern is a quantitative and qualitative research expert.",https://ca.indeed.com/rc/clk?jk=773b370761aa2412&fccid=fe30e7eab2e02cdb&vjs=3
"Analyst, Trading - Joe Fresh E-Commerce",Loblaw Digital,"Toronto, ON",,25 days ago,"Strong experience within data preparation, data analysis, and statistical tool sets including (but not limited) to SQL, R, Python.",https://ca.indeed.com/rc/clk?jk=70ef39fe2d0dd950&fccid=ae6e110d9fec0378&vjs=3
ERP & BI Systems Analyst,Pacific Smoke,"Markham, ON",,18 days ago,Collaborate with business stakeholders to identify opportunities to leverage company data and data platforms and build the optimal business cases for business…,https://ca.indeed.com/rc/clk?jk=dfb4f3e1831ccc22&fccid=6d4c5abc60188376&vjs=3
Business Analyst,Critical Mass,"Toronto, ON",,6 days ago,"Uses data and process modelling tools.
Uses data and process modelling techniques to identify and clarify requirements.
Designs user acceptance testing plans.",https://ca.indeed.com/rc/clk?jk=d4314e1f6dd0e3a3&fccid=4c1cecd72be0fe72&vjs=3
Business Analyst,BIRKENSTOCK CANADA,"Brossard, QC",,11 days ago,"Experienced in working with large data sets from various sources.
College diploma or university degree in the field of Business Administration, Finance, or…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AaCFnf9c1-lAAsEvMXczgbvICPKbB77so6EWoPNWgYWgnIlLaVZFyqkywSWEjzdu08Vdz8IIlq-jKTyZ__LP39U5ry5lRjDOPsnAdtqqCkJlElr29uLoLZb8025wbD6zGXf2WH5uQwXkYWu6ODEa6rR9_4qwwBGONWSdrqFHCGiyG50OPB6c4NgpQNcKjqcFaeadAyy9Nr4tBDu-6_HWkvjCOzBgOHGNYOX3bCbCvos2LQWBdeCHggzIAIKh7G_3WB46T2FAwYyecb7_GmYJ0KddQsdoNdWl1OQZGaT09OBrYWybaLFb5zurPPfvqu7a3_fqmmgoYLicK85JBSJMzapnSMkJ8EedM1XkSgXUSxTTWq4r0y_IBHKTACIT23Y5wSWtKpmVIGhnK9qePY5INNA0Q7-CVtLkEoGq6xWKFc_84J0AqAl4w9bVxSFt0un_w=&p=10&fvj=1&vjs=3
"Energy Analyst, Building Analytics",Energy Profiles Limited,"Vancouver, BC",,30+ days ago,Candidates with previous research and/or co-op/internship experience within the energy management & sustainability fields with a focus on the built environment…,https://ca.indeed.com/rc/clk?jk=ae403122154f31c5&fccid=883aa815594ccefd&vjs=3
"Business Analyst, Merchandising",McKesson,"Mississauga, ON",,30+ days ago,"Lead, mentor and develop junior analysts in the organization.
Provide market research to assist in determining market position nationally, by province, by…",https://ca.indeed.com/rc/clk?jk=5e4f6a650f50a2fe&fccid=a7c5036618407010&vjs=3
Technical Business Analyst,IC 360 Solutions Inc.,"Ottawa, ON","$70,000 - $90,000 a year",5 days ago,"IC 360 is looking for a highly motivated, customer service-focused, organized resource to work as a Business Analyst to elicit and document requirements for…",https://ca.indeed.com/company/IC-360-Solutions-Inc./jobs/Technical-Business-Analyst-41ff23c58d1507a7?fccid=548dd72db5204dc4&vjs=3
Reporting Analyst – Government Services,Alberta Blue Cross,"Edmonton, AB",,10 days ago,"Minimum of 2 years experience analyzing data, data mining and producing high-quality data driven deliverables.",https://ca.indeed.com/rc/clk?jk=099511bca1eea81e&fccid=623dd595b69ab388&vjs=3
Lead Digital Sales BI Analyst,Autodesk,"Montréal, QC",,30+ days ago,"Experience extracting data from relational databases a plus.
Develop policies and procedures for the collection and analysis of data.",https://ca.indeed.com/rc/clk?jk=db8e5d1a252b4ee3&fccid=7136762d065a5ad7&vjs=3
Provincial Relief Workforce Analyst,Alberta Health Services,"Calgary, AB",,8 days ago,"The data and information provided supports operational and business planning, evaluation, research and performance reporting for AHS.",https://ca.indeed.com/rc/clk?jk=bfca36d8e4968023&fccid=89918cc9490b4093&vjs=3
